date,amount,description,category
2024-10-13,460647,cemilan anak,Makanan & Minuman
2024-10-13,1286450,lazismu,Donasi & Hadiah
2024-10-13,1937052,bayar listrik,Perumahan & Akomodasi
2024-10-13,77665,kredit multiguna,Utang & Cicilan
2024-10-13,721777,medical check up,Kesehatan & Kebugaran
2024-10-13,169069,leasing mobil,Utang & Cicilan
2024-10-14,1385155,kuliner khas,Travel & Liburan
2024-10-14,396969,medical check up,Kesehatan & Kebugaran
2024-10-14,1791042,service motor,Transportasi
2024-10-14,1947459,uang parkir,Lain-lain
2024-10-14,755405,training,Bisnis & Profesional
2024-10-15,650445,main game,Belanja & Hiburan
2024-10-15,869015,hard disk,Pendidikan
2024-10-15,1278950,tiket gunung,Travel & Liburan
2024-10-15,1600722,pinjaman online,Utang & Cicilan
2024-10-16,626273,langganan internet,Perumahan & Akomodasi
2024-10-16,1629170,asuransi kesehatan,Tabungan & Investasi
2024-10-16,1015278,spotify premium,Belanja & Hiburan
2024-10-16,1349072,materai,Pendidikan
2024-10-16,185757,cargo,Lain-lain
2024-10-16,1475331,jaket,Belanja & Hiburan
2024-10-17,416674,cat tembok,Perumahan & Akomodasi
2024-10-17,947047,perbaikan AC,Perumahan & Akomodasi
2024-10-17,270104,WOM finance,Utang & Cicilan
2024-10-17,573918,shampoo,Kesehatan & Kebugaran
2024-10-17,364189,bantuan sosial,Donasi & Hadiah
2024-10-17,76390,jaket,Belanja & Hiburan
2024-10-17,1456980,investasi pendidikan,Tabungan & Investasi
2024-10-17,1548869,mega finance,Utang & Cicilan
2024-10-18,928730,cicilan kitchen set,Utang & Cicilan
2024-10-18,495739,snack kecil,Lain-lain
2024-10-18,1783158,emergency,Lain-lain
2024-10-18,109125,kue ulang tahun,Makanan & Minuman
2024-10-18,1455209,dompet dhuafa,Donasi & Hadiah
2024-10-18,532185,hair treatment,Kesehatan & Kebugaran
2024-10-18,1302361,kredit konsumtif,Utang & Cicilan
2024-10-19,1101244,setor tabungan,Tabungan & Investasi
2024-10-19,1649082,beli vitamin,Kesehatan & Kebugaran
2024-10-20,1652855,hair treatment,Kesehatan & Kebugaran
2024-10-20,1686773,sikat gigi,Kesehatan & Kebugaran
2024-10-20,1055775,training,Bisnis & Profesional
2024-10-20,125508,administrasi,Lain-lain
2024-10-20,270963,pinjaman online,Utang & Cicilan
2024-10-20,183748,tour package,Travel & Liburan
2024-10-20,1096766,karaoke,Belanja & Hiburan
2024-10-21,915104,konsultasi dokter,Kesehatan & Kebugaran
2024-10-21,103523,print,Lain-lain
2024-10-21,1417846,karpet lantai,Perumahan & Akomodasi
2024-10-21,1782961,investasi jangka pendek,Tabungan & Investasi
2024-10-21,1036560,mutual fund,Tabungan & Investasi
2024-10-22,1479271,pengeluaran kecil,Lain-lain
2024-10-22,987930,cicilan laptop,Utang & Cicilan
2024-10-22,664722,metro mini,Transportasi
2024-10-22,745548,beli roti,Makanan & Minuman
2024-10-22,177486,penginapan,Travel & Liburan
2024-10-22,1781151,beli donat,Makanan & Minuman
2024-10-22,362845,minuman ringan,Lain-lain
2024-10-23,1822147,service kulkas,Perumahan & Akomodasi
2024-10-23,48739,karpet lantai,Perumahan & Akomodasi
2024-10-23,1277060,designer,Bisnis & Profesional
2024-10-23,282220,peer to peer lending,Tabungan & Investasi
2024-10-23,326502,martabak,Makanan & Minuman
2024-10-24,1497771,kaos kaki,Belanja & Hiburan
2024-10-24,898376,stapler,Pendidikan
2024-10-24,1936879,jasa profesional,Bisnis & Profesional
2024-10-24,1055931,ban motor,Transportasi
2024-10-24,252898,beli obat,Kesehatan & Kebugaran
2024-10-24,1300369,dompet,Belanja & Hiburan
2024-10-24,843190,coffee shop,Makanan & Minuman
2024-10-25,578413,adventure tour,Travel & Liburan
2024-10-25,1556003,donasi masjid,Donasi & Hadiah
2024-10-25,1947050,komik,Belanja & Hiburan
2024-10-25,789104,passport,Travel & Liburan
2024-10-25,1274584,impulse buying,Lain-lain
2024-10-25,62248,biaya admin,Lain-lain
2024-10-25,51214,yoga class,Kesehatan & Kebugaran
2024-10-25,151757,lisensi,Bisnis & Profesional
2024-10-25,1468904,supplier,Bisnis & Profesional
2024-10-25,128338,uang rokok,Lain-lain
2024-10-26,1342709,aneka ragam,Lain-lain
2024-10-26,777057,oto finance,Utang & Cicilan
2024-10-26,1602955,snack kecil,Lain-lain
2024-10-27,1861926,tunjangan,Bisnis & Profesional
2024-10-27,956527,crowdfunding,Tabungan & Investasi
2024-10-27,1664076,beli vitamin,Kesehatan & Kebugaran
2024-10-27,172916,pelatihan,Pendidikan
2024-10-27,266476,tirai jendela,Perumahan & Akomodasi
2024-10-27,938065,franchise fee,Bisnis & Profesional
2024-10-28,1455782,gunting rambut,Kesehatan & Kebugaran
2024-10-28,1274672,leasing motor,Utang & Cicilan
2024-10-28,1533469,metro mini,Transportasi
2024-10-28,294784,kredit tanpa agunan,Utang & Cicilan
2024-10-28,1032797,city tour,Travel & Liburan
2024-10-28,79084,kaos kaki,Belanja & Hiburan
2024-10-28,1344619,kartu kredit,Utang & Cicilan
2024-10-28,111791,donasi PMI,Donasi & Hadiah
2024-10-28,523356,biaya bandara,Transportasi
2024-10-28,1559925,insektisida,Perumahan & Akomodasi
2024-10-29,51010,pengeluaran kecil,Lain-lain
2024-10-29,373343,materai,Pendidikan
2024-10-29,72751,masker wajah,Kesehatan & Kebugaran
2024-10-29,1984731,pelunasan,Utang & Cicilan
2024-10-29,1862621,asuransi jiwa,Tabungan & Investasi
2024-10-30,110025,bowling,Belanja & Hiburan
2024-10-30,793000,medical check up,Kesehatan & Kebugaran
2024-10-30,1431023,face wash,Kesehatan & Kebugaran
2024-10-31,182737,donasi online,Donasi & Hadiah
2024-10-31,1523536,tinta printer,Pendidikan
2024-11-01,1089843,medical check up,Kesehatan & Kebugaran
2024-11-01,1831303,saham,Tabungan & Investasi
2024-11-01,1866263,manicure,Kesehatan & Kebugaran
2024-11-01,107826,workshop,Pendidikan
2024-11-02,685262,sarapan,Makanan & Minuman
2024-11-02,1452692,izin usaha,Bisnis & Profesional
2024-11-02,70183,underwear,Belanja & Hiburan
2024-11-02,1898261,karpet lantai,Perumahan & Akomodasi
2024-11-02,345325,MLM,Tabungan & Investasi
2024-11-02,53737,tinta printer,Pendidikan
2024-11-02,560222,pelunasan,Utang & Cicilan
2024-11-03,1991587,kertas foto,Pendidikan
2024-11-03,1843142,coating motor,Transportasi
2024-11-03,684317,souvenir,Travel & Liburan
2024-11-03,995990,gaji,Bisnis & Profesional
2024-11-03,662148,tabungan liburan,Tabungan & Investasi
2024-11-03,673264,asuransi kesehatan,Tabungan & Investasi
2024-11-03,325442,relawan,Donasi & Hadiah
2024-11-03,1902124,martabak,Makanan & Minuman
2024-11-04,70327,kredit kendaraan,Utang & Cicilan
2024-11-04,505043,bayar air,Perumahan & Akomodasi
2024-11-04,311047,escape room,Belanja & Hiburan
2024-11-04,1277817,serum wajah,Kesehatan & Kebugaran
2024-11-04,1394327,unit link,Tabungan & Investasi
2024-11-04,1158769,BCA finance,Utang & Cicilan
2024-11-04,14584,materai,Pendidikan
2024-11-04,853428,sewa apartemen,Perumahan & Akomodasi
2024-11-04,218518,bakti sosial,Donasi & Hadiah
2024-11-05,1114269,rumah zakat,Donasi & Hadiah
2024-11-05,1692553,biaya admin,Utang & Cicilan
2024-11-05,28982,crowdfunding sosial,Donasi & Hadiah
2024-11-05,200748,rental mobil,Transportasi
2024-11-05,335309,ujian,Pendidikan
2024-11-05,470330,daging ayam,Makanan & Minuman
2024-11-05,639007,serum wajah,Kesehatan & Kebugaran
2024-11-05,1385945,oleh-oleh,Travel & Liburan
2024-11-06,122801,tenis,Belanja & Hiburan
2024-11-06,1386316,personal trainer,Kesehatan & Kebugaran
2024-11-06,1102473,makan siang,Makanan & Minuman
2024-11-06,1035707,macam-macam,Lain-lain
2024-11-06,63673,escape room,Belanja & Hiburan
2024-11-06,496274,hal tak terduga,Lain-lain
2024-11-06,945092,badminton,Belanja & Hiburan
2024-11-07,253410,beli lampu,Perumahan & Akomodasi
2024-11-07,1981935,permen,Lain-lain
2024-11-07,681668,angkot,Transportasi
2024-11-07,701709,beli susu,Makanan & Minuman
2024-11-07,1270217,fax,Lain-lain
2024-11-07,438798,souvenir,Travel & Liburan
2024-11-07,354147,bowling,Belanja & Hiburan
2024-11-07,192249,bisnis sampingan,Tabungan & Investasi
2024-11-07,551188,cicilan kecil,Lain-lain
2024-11-07,662866,cargo,Lain-lain
2024-11-08,131312,tzu chi,Donasi & Hadiah
2024-11-08,787879,bayar wifi,Perumahan & Akomodasi
2024-11-08,1588836,fax,Lain-lain
2024-11-08,1352924,kurir,Lain-lain
2024-11-08,1297309,taxi bandara,Transportasi
2024-11-08,361052,lemari pakaian,Perumahan & Akomodasi
2024-11-09,258033,tas ransel,Belanja & Hiburan
2024-11-09,1732725,bus kota,Transportasi
2024-11-09,324595,tagihan kecil,Lain-lain
2024-11-09,791740,pelunasan,Utang & Cicilan
2024-11-09,205363,bakti sosial,Donasi & Hadiah
2024-11-10,510144,biaya gym,Kesehatan & Kebugaran
2024-11-10,784474,MLM,Tabungan & Investasi
2024-11-11,833927,beli donat,Makanan & Minuman
2024-11-11,1601659,cicilan elektronik,Utang & Cicilan
2024-11-11,1493642,uang jajan,Lain-lain
2024-11-11,1754549,kredit plus,Utang & Cicilan
2024-11-11,1717092,minum jus,Makanan & Minuman
2024-11-12,689055,pajak,Bisnis & Profesional
2024-11-12,17804,binder,Pendidikan
2024-11-12,721664,grab car,Transportasi
2024-11-12,264588,family trip,Travel & Liburan
2024-11-13,314023,vitamin C,Kesehatan & Kebugaran
2024-11-13,469670,uang saku,Lain-lain
2024-11-13,1715030,gopro,Travel & Liburan
2024-11-13,1136766,flashdisk,Pendidikan
2024-11-13,1179038,cicilan sofa,Utang & Cicilan
2024-11-13,1893039,sponsor acara,Donasi & Hadiah
2024-11-13,1058766,hadiah lebaran,Donasi & Hadiah
2024-11-14,1164916,workshop,Pendidikan
2024-11-15,1649733,tablet,Pendidikan
2024-11-15,1595676,nasi gudeg,Makanan & Minuman
2024-11-15,677934,google ads,Bisnis & Profesional
2024-11-15,1899955,sedekah,Donasi & Hadiah
2024-11-15,478690,SIUP,Bisnis & Profesional
2024-11-15,1592641,tenda,Travel & Liburan
2024-11-16,1049938,obat flu,Kesehatan & Kebugaran
2024-11-16,1184699,investasi reksadana,Tabungan & Investasi
2024-11-16,1287006,bantuan tsunami,Donasi & Hadiah
2024-11-16,292580,correction pen,Pendidikan
2024-11-16,32190,resort,Travel & Liburan
2024-11-16,1276235,sepatu gunung,Travel & Liburan
2024-11-16,171670,bantal guling,Perumahan & Akomodasi
2024-11-17,835023,personal trainer,Kesehatan & Kebugaran
2024-11-17,1966911,cargo,Lain-lain
2024-11-17,236349,vacuum cleaner,Perumahan & Akomodasi
2024-11-17,237423,hadiah ulang tahun,Donasi & Hadiah
2024-11-17,275146,bayar listrik,Perumahan & Akomodasi
2024-11-19,143807,warung franchise,Tabungan & Investasi
2024-11-19,1409517,topi,Belanja & Hiburan
2024-11-19,1638558,berbagai hal,Lain-lain
2024-11-19,228521,modal usaha,Tabungan & Investasi
2024-11-19,1088187,bisnis sampingan,Tabungan & Investasi
2024-11-19,531330,refinancing,Utang & Cicilan
2024-11-19,44255,oleh-oleh,Travel & Liburan
2024-11-19,574290,designer,Bisnis & Profesional
2024-11-19,413122,beli susu,Makanan & Minuman
2024-11-19,451206,kue ulang tahun,Makanan & Minuman
2024-11-20,1714192,oto finance,Utang & Cicilan
2024-11-20,1866093,training,Bisnis & Profesional
2024-11-20,948664,supplier,Bisnis & Profesional
2024-11-20,1180427,cash advance,Utang & Cicilan
2024-11-20,1810257,bis damri,Transportasi
2024-11-20,1459501,klakson,Transportasi
2024-11-20,1591909,family trip,Travel & Liburan
2024-11-20,1211161,go-kart,Belanja & Hiburan
2024-11-20,1670865,badminton,Belanja & Hiburan
2024-11-20,787059,fotokopi,Pendidikan
2024-11-21,1483970,keperluan rumah,Lain-lain
2024-11-21,494918,asuransi kredit,Utang & Cicilan
2024-11-21,1077810,kitabisa,Donasi & Hadiah
2024-11-21,1337047,konsultan,Bisnis & Profesional
2024-11-21,146586,trademark,Bisnis & Profesional
2024-11-22,1664645,lemari pakaian,Perumahan & Akomodasi
2024-11-22,261947,sunscreen,Kesehatan & Kebugaran
2024-11-22,641167,asuransi kesehatan,Tabungan & Investasi
2024-11-22,576797,cicilan laptop,Utang & Cicilan
2024-11-22,1983196,beli celana,Belanja & Hiburan
2024-11-23,1517640,promosi,Bisnis & Profesional
2024-11-23,1553736,isi bensin,Transportasi
2024-11-23,1836874,cicilan kitchen set,Utang & Cicilan
2024-11-24,1803796,marketing,Bisnis & Profesional
2024-11-24,1842646,spa treatment,Kesehatan & Kebugaran
2024-11-24,814240,crypto,Tabungan & Investasi
2024-11-25,932276,cicilan mesin cuci,Utang & Cicilan
2024-11-25,982798,tiket konser,Belanja & Hiburan
2024-11-25,1031469,gunting rambut,Kesehatan & Kebugaran
2024-11-25,382101,warung franchise,Tabungan & Investasi
2024-11-25,883003,kamera,Travel & Liburan
2024-11-25,1102231,service charge,Perumahan & Akomodasi
2024-11-25,1325749,oli mesin,Transportasi
2024-11-25,760405,rendang,Makanan & Minuman
2024-11-26,321580,freelancer,Bisnis & Profesional
2024-11-26,1600460,campur-campur,Lain-lain
2024-11-26,1627484,sedekah,Donasi & Hadiah
2024-11-26,1532223,cuci motor,Transportasi
2024-11-26,1152469,snack minimarket,Makanan & Minuman
2024-11-27,314774,makan malam,Makanan & Minuman
2024-11-27,1333686,pengharum ruangan,Perumahan & Akomodasi
2024-11-27,1186000,bantuan sosial,Donasi & Hadiah
2024-11-27,1907457,fotokopi,Lain-lain
2024-11-27,1642312,kaos kaki,Belanja & Hiburan
2024-11-28,449847,jaket riding,Transportasi
2024-11-28,1117658,investasi jangka pendek,Tabungan & Investasi
2024-11-28,183167,kitabisa,Donasi & Hadiah
2024-11-28,969893,balancing,Transportasi
2024-11-28,1107005,trademark,Bisnis & Profesional
2024-11-28,617048,setor tabungan,Tabungan & Investasi
2024-11-28,1380982,jam tangan,Belanja & Hiburan
2024-11-28,901649,biaya admin,Utang & Cicilan
2024-11-28,1149803,ember plastik,Perumahan & Akomodasi
2024-11-28,819880,kontrak kerja,Bisnis & Profesional
2024-11-29,243980,sunscreen,Kesehatan & Kebugaran
2024-11-29,965825,go-kart,Belanja & Hiburan
2024-11-29,1812413,software,Pendidikan
2024-11-29,1831406,cicilan springbed,Utang & Cicilan
2024-11-29,1398562,sprei kasur,Perumahan & Akomodasi
2024-11-30,588546,map plastik,Pendidikan
2024-11-30,1401399,mandiri finance,Utang & Cicilan
2024-11-30,1349930,mie ayam,Makanan & Minuman
2024-11-30,1309358,boarding pass,Transportasi
2024-11-30,1602978,cicilan mobil,Utang & Cicilan
2024-12-01,1048092,bayar kos,Perumahan & Akomodasi
2024-12-01,647768,konten kreator,Bisnis & Profesional
2024-12-01,345791,donasi gereja,Donasi & Hadiah
2024-12-01,1729149,parkir mobil,Transportasi
2024-12-01,471420,investasi jangka panjang,Tabungan & Investasi
2024-12-01,811944,cicilan laptop,Utang & Cicilan
2024-12-01,181997,jaket,Belanja & Hiburan
2024-12-02,801937,franchise fee,Bisnis & Profesional
2024-12-02,1478943,coating motor,Transportasi
2024-12-02,1309023,laptop,Pendidikan
2024-12-02,1433815,sayur mayur,Makanan & Minuman
2024-12-02,970118,bakti sosial,Donasi & Hadiah
2024-12-03,866528,iklan,Bisnis & Profesional
2024-12-03,1199935,pedicure,Kesehatan & Kebugaran
2024-12-03,281346,kredit plus,Utang & Cicilan
2024-12-03,1310193,pecel lele,Makanan & Minuman
2024-12-03,1567821,novel terbaru,Belanja & Hiburan
2024-12-04,504131,deterjen,Perumahan & Akomodasi
2024-12-04,1396224,donasi gereja,Donasi & Hadiah
2024-12-04,876941,koper,Travel & Liburan
2024-12-04,1014813,campur-campur,Lain-lain
2024-12-04,1027375,tablet,Pendidikan
2024-12-04,963229,bayar kos,Perumahan & Akomodasi
2024-12-05,214110,setrika baju,Perumahan & Akomodasi
2024-12-05,1662794,forex,Tabungan & Investasi
2024-12-05,1981105,bayar listrik,Perumahan & Akomodasi
2024-12-05,1696238,hadiah lebaran,Donasi & Hadiah
2024-12-05,108370,pengeluaran spontan,Lain-lain
2024-12-05,158612,makan di restoran,Makanan & Minuman
2024-12-05,938983,cicilan springbed,Utang & Cicilan
2024-12-05,1678995,bisnis sampingan,Tabungan & Investasi
2024-12-05,708931,crowdfunding sosial,Donasi & Hadiah
2024-12-05,436630,penghapus,Pendidikan
2024-12-06,564532,rumah investasi,Tabungan & Investasi
2024-12-06,449193,nonton bioskop,Belanja & Hiburan
2024-12-06,1702224,hand sanitizer,Kesehatan & Kebugaran
2024-12-07,1075561,bus kota,Transportasi
2024-12-07,963374,leasing mobil,Utang & Cicilan
2024-12-07,1566100,cicilan AC,Utang & Cicilan
2024-12-07,1327065,pesan makanan online,Makanan & Minuman
2024-12-07,1783531,grab car,Transportasi
2024-12-08,203193,lemari pakaian,Perumahan & Akomodasi
2024-12-08,95843,CSR perusahaan,Donasi & Hadiah
2024-12-08,1698812,ember plastik,Perumahan & Akomodasi
2024-12-08,231158,dompet,Belanja & Hiburan
2024-12-09,1415954,beli lampu,Perumahan & Akomodasi
2024-12-09,561190,cicilan motor,Utang & Cicilan
2024-12-09,1950716,cicilan kulkas,Utang & Cicilan
2024-12-09,1084480,lain-lain,Lain-lain
2024-12-09,1917819,mie ayam,Makanan & Minuman
2024-12-10,1678825,upah,Bisnis & Profesional
2024-12-10,1121397,visa,Travel & Liburan
2024-12-10,1203397,alat kebersihan,Perumahan & Akomodasi
2024-12-10,1192886,main game,Belanja & Hiburan
2024-12-11,1735645,infaq,Donasi & Hadiah
2024-12-11,1419321,badminton,Belanja & Hiburan
2024-12-11,1522410,escape room,Belanja & Hiburan
2024-12-11,592929,novel terbaru,Belanja & Hiburan
2024-12-11,723762,forex,Tabungan & Investasi
2024-12-11,848073,scan,Lain-lain
2024-12-11,1754989,investasi pendidikan,Tabungan & Investasi
2024-12-11,710796,adopsi anak,Donasi & Hadiah
2024-12-11,735453,investasi pendidikan,Tabungan & Investasi
2024-12-12,1166657,bakso,Makanan & Minuman
2024-12-12,114818,insentif,Bisnis & Profesional
2024-12-12,1466835,dokumentasi,Travel & Liburan
2024-12-12,130357,bahan baku,Bisnis & Profesional
2024-12-12,1926333,trademark,Bisnis & Profesional
2024-12-12,111380,travel adapter,Travel & Liburan
2024-12-12,1775058,sikat gigi,Kesehatan & Kebugaran
2024-12-12,316570,adopsi anak,Donasi & Hadiah
2024-12-13,406793,beli lampu,Perumahan & Akomodasi
2024-12-13,633140,balancing,Transportasi
2024-12-13,1646921,upah,Bisnis & Profesional
2024-12-14,534485,beli tiket kereta,Transportasi
2024-12-14,461919,parkir mobil,Transportasi
2024-12-15,902891,unit link,Tabungan & Investasi
2024-12-15,1363137,denda telat,Utang & Cicilan
2024-12-16,1422399,sepatu gunung,Travel & Liburan
2024-12-16,845491,service motor,Transportasi
2024-12-16,1958279,sapu dan pel,Perumahan & Akomodasi
2024-12-16,500251,city tour,Travel & Liburan
2024-12-16,65313,boarding pass,Transportasi
2024-12-17,1793687,conditioner,Kesehatan & Kebugaran
2024-12-17,1425064,marketing,Bisnis & Profesional
2024-12-17,106521,networking,Bisnis & Profesional
2024-12-17,1460488,kipas angin,Perumahan & Akomodasi
2024-12-17,1050996,jilid skripsi,Pendidikan
2024-12-17,669541,massage,Kesehatan & Kebugaran
2024-12-17,988289,tiket pesawat,Travel & Liburan
2024-12-17,1270916,pilates,Kesehatan & Kebugaran
2024-12-17,42057,oleh-oleh,Travel & Liburan
2024-12-17,21948,e-book,Belanja & Hiburan
2024-12-17,1376368,dana darurat,Tabungan & Investasi
2024-12-17,1600907,arcade games,Belanja & Hiburan
2024-12-18,1697670,donasi yatim piatu,Donasi & Hadiah
2024-12-18,698719,tabungan rumah,Tabungan & Investasi
2024-12-18,808300,kost-kostan,Tabungan & Investasi
2024-12-18,1904239,creambath,Kesehatan & Kebugaran
2024-12-18,1548047,permen,Lain-lain
2024-12-18,55765,rumah zakat,Donasi & Hadiah
2024-12-18,1069589,denda telat,Utang & Cicilan
2024-12-18,1892874,beli buah,Makanan & Minuman
2024-12-18,1575200,rental mobil,Transportasi
2024-12-19,1600230,forex,Tabungan & Investasi
2024-12-19,1865534,cicilan kitchen set,Utang & Cicilan
2024-12-19,559477,pecel lele,Makanan & Minuman
2024-12-19,939440,correction pen,Pendidikan
2024-12-19,741665,materai,Pendidikan
2024-12-19,1999115,hand sanitizer,Kesehatan & Kebugaran
2024-12-20,1844618,kontrak kerja,Bisnis & Profesional
2024-12-20,1350122,upah,Bisnis & Profesional
2024-12-20,1728568,asuransi jiwa,Tabungan & Investasi
2024-12-21,1158427,miscellaneous,Lain-lain
2024-12-21,49780,angsuran bank,Utang & Cicilan
2024-12-21,48635,cicilan TV,Utang & Cicilan
2024-12-22,479576,spidol,Pendidikan
2024-12-22,582397,tablet,Pendidikan
2024-12-22,1029714,adventure tour,Travel & Liburan
2024-12-23,1714256,course online,Pendidikan
2024-12-23,462617,biaya provisi,Utang & Cicilan
2024-12-23,1819871,cicilan kecil,Lain-lain
2024-12-24,148903,sabun mandi,Kesehatan & Kebugaran
2024-12-24,1761687,print tugas,Pendidikan
2024-12-24,450304,paket honeymoon,Travel & Liburan
2024-12-25,1332016,biaya admin,Lain-lain
2024-12-25,1256701,tiket gunung,Travel & Liburan
2024-12-25,1778700,cicilan springbed,Utang & Cicilan
2024-12-25,310255,makan di restoran,Makanan & Minuman
2024-12-26,573152,jajanan,Lain-lain
2024-12-26,403735,conditioner,Kesehatan & Kebugaran
2024-12-26,1069121,ember plastik,Perumahan & Akomodasi
2024-12-26,655972,villa,Travel & Liburan
2024-12-26,1515606,ganti oli,Transportasi
2024-12-26,366816,oto finance,Utang & Cicilan
2024-12-26,303010,crowdfunding sosial,Donasi & Hadiah
2024-12-26,1227233,tas travel,Travel & Liburan
2024-12-26,685849,webcam,Pendidikan
2024-12-26,639024,aplikasi,Pendidikan
2024-12-26,292203,isi bensin,Transportasi
2024-12-26,91282,pasta gigi,Kesehatan & Kebugaran
2024-12-27,580784,adopsi anak,Donasi & Hadiah
2024-12-27,595047,beli kopi,Makanan & Minuman
2024-12-27,1431538,paintball,Belanja & Hiburan
2024-12-27,133815,komik,Belanja & Hiburan
2024-12-28,891962,networking,Bisnis & Profesional
2024-12-28,1812250,karpet lantai,Perumahan & Akomodasi
2024-12-28,581678,obat sakit kepala,Kesehatan & Kebugaran
2024-12-28,1184929,balancing,Transportasi
2024-12-28,593167,sewa rumah,Perumahan & Akomodasi
2024-12-28,1930273,portfolio management,Tabungan & Investasi
2024-12-28,1687437,dompet dhuafa,Donasi & Hadiah
2024-12-29,591486,majalah,Belanja & Hiburan
2024-12-29,1289878,steam motor,Transportasi
2024-12-29,454365,asuransi kendaraan,Tabungan & Investasi
2024-12-29,565969,gado-gado,Makanan & Minuman
2024-12-29,1524644,investasi pendidikan,Tabungan & Investasi
2024-12-29,884015,pulpen,Pendidikan
2024-12-30,910650,kamera,Travel & Liburan
2024-12-30,1475791,website,Bisnis & Profesional
2024-12-30,560720,ganti oli,Transportasi
2024-12-30,616663,sayur mayur,Makanan & Minuman
2024-12-31,1240117,hand sanitizer,Kesehatan & Kebugaran
2025-01-01,839070,insektisida,Perumahan & Akomodasi
2025-01-01,624396,es krim,Lain-lain
2025-01-01,1106833,kasur baru,Perumahan & Akomodasi
2025-01-01,1861444,tenis,Belanja & Hiburan
2025-01-01,246569,gado-gado,Makanan & Minuman
2025-01-02,583565,beli susu,Makanan & Minuman
2025-01-02,759229,jam tangan,Belanja & Hiburan
2025-01-02,291334,coffee shop,Makanan & Minuman
2025-01-02,1480247,zakat,Donasi & Hadiah
2025-01-02,1813952,zakat,Donasi & Hadiah
2025-01-02,1297073,cicilan hp,Utang & Cicilan
2025-01-02,1161939,escape room,Belanja & Hiburan
2025-01-02,1601923,beli donat,Makanan & Minuman
2025-01-02,1820461,ganti kunci,Perumahan & Akomodasi
2025-01-02,845150,correction pen,Pendidikan
2025-01-02,709415,jaket,Belanja & Hiburan
2025-01-02,1424620,koran,Belanja & Hiburan
2025-01-02,237082,keperluan mendadak,Lain-lain
2025-01-03,1807208,coffee shop,Makanan & Minuman
2025-01-03,609967,peer to peer lending,Tabungan & Investasi
2025-01-03,422590,makan malam,Makanan & Minuman
2025-01-03,356830,dana darurat,Tabungan & Investasi
2025-01-04,15895,iuran RT,Perumahan & Akomodasi
2025-01-04,784812,berlangganan streaming,Belanja & Hiburan
2025-01-04,1997940,topi,Belanja & Hiburan
2025-01-04,1174144,webcam,Pendidikan
2025-01-04,1452650,scan,Lain-lain
2025-01-05,1482594,hadiah lebaran,Donasi & Hadiah
2025-01-05,1488333,NPWP,Bisnis & Profesional
2025-01-05,1316577,bakti sosial,Donasi & Hadiah
2025-01-05,233702,makanan tradisional,Travel & Liburan
2025-01-05,1776012,kipas angin,Perumahan & Akomodasi
2025-01-05,240318,ember plastik,Perumahan & Akomodasi
2025-01-05,1191095,program sosial,Donasi & Hadiah
2025-01-05,310312,gula pasir,Makanan & Minuman
2025-01-05,1114104,tagihan kecil,Lain-lain
2025-01-06,1146827,sofa ruang tamu,Perumahan & Akomodasi
2025-01-06,159207,peralatan hiking,Travel & Liburan
2025-01-06,1097481,tagihan kecil,Lain-lain
2025-01-06,1488271,pengharum ruangan,Perumahan & Akomodasi
2025-01-06,1221445,insektisida,Perumahan & Akomodasi
2025-01-06,1870891,oli mesin,Transportasi
2025-01-06,1126789,iklan,Bisnis & Profesional
2025-01-07,340516,backpacking,Travel & Liburan
2025-01-07,1472198,mutual fund,Tabungan & Investasi
2025-01-07,808114,beli es krim,Makanan & Minuman
2025-01-07,1047183,ETF,Tabungan & Investasi
2025-01-07,262915,ujian,Pendidikan
2025-01-07,1497303,koran,Belanja & Hiburan
2025-01-08,750056,kereta bandara,Transportasi
2025-01-08,445562,mi instan,Makanan & Minuman
2025-01-08,194023,aneka ragam,Lain-lain
2025-01-08,1482523,sofa ruang tamu,Perumahan & Akomodasi
2025-01-08,358662,kalkulator,Pendidikan
2025-01-08,269885,client meeting,Bisnis & Profesional
2025-01-09,1920721,visa,Travel & Liburan
2025-01-09,1268456,transjakarta,Transportasi
2025-01-09,1874480,tanah,Tabungan & Investasi
2025-01-09,1432333,donasi pendidikan,Donasi & Hadiah
2025-01-09,331563,kost-kostan,Tabungan & Investasi
2025-01-09,677637,alat tulis,Pendidikan
2025-01-09,173730,tenda,Travel & Liburan
2025-01-09,90719,oto finance,Utang & Cicilan
2025-01-09,1364316,jilid skripsi,Pendidikan
2025-01-09,1509341,WOM finance,Utang & Cicilan
2025-01-10,1367227,reseller,Tabungan & Investasi
2025-01-10,1598844,penginapan,Travel & Liburan
2025-01-10,1632217,cicilan motor,Utang & Cicilan
2025-01-10,493624,bantuan sosial,Donasi & Hadiah
2025-01-10,1196496,sarapan,Makanan & Minuman
2025-01-10,393236,tagihan kecil,Lain-lain
2025-01-10,61413,tinta printer,Pendidikan
2025-01-11,1208974,bayar cleaning service,Perumahan & Akomodasi
2025-01-11,1553641,relawan,Donasi & Hadiah
2025-01-11,1358496,beli baju,Belanja & Hiburan
2025-01-11,1031813,guide lokal,Travel & Liburan
2025-01-11,802326,biaya bandara,Transportasi
2025-01-11,249585,beli es krim,Makanan & Minuman
2025-01-12,1278490,spooring,Transportasi
2025-01-12,1118423,adira finance,Utang & Cicilan
2025-01-12,1356963,main game,Belanja & Hiburan
2025-01-12,277149,adira finance,Utang & Cicilan
